aisp;mes;vano;regiao;regiao_nome
36;12;2018;4;Interior
37;12;2018;4;Interior
38;12;2018;4;Interior
39;12;2018;1;Baixada
40;12;2018;2;Capital
41;12;2018;2;Capital
2;1;2019;2;Capital
3;1;2019;2;Capital
4;1;2019;2;Capital
5;1;2019;2;Capital
6;1;2019;2;Capital
7;1;2019;3;Grande Niterói
8;1;2019;4;Interior
9;1;2019;2;Capital
10;1;2019;4;Interior
11;1;2019;4;Interior
12;1;2019;3;Grande Niterói
14;1;2019;2;Capital
15;1;2019;1;Baixada
16;1;2019;2;Capital
17;1;2019;2;Capital
18;1;2019;2;Capital
19;1;2019;2;Capital
20;1;2019;1;Baixada
21;1;2019;1;Baixada
22;1;2019;2;Capital
23;1;2019;2;Capital
24;1;2019;1;Baixada
25;1;2019;4;Interior
26;1;2019;4;Interior
27;1;2019;2;Capital
28;1;2019;4;Interior
29;1;2019;4;Interior
30;1;2019;4;Interior
31;1;2019;2;Capital
32;1;2019;4;Interior
33;1;2019;4;Interior
34;1;2019;1;Baixada
35;1;2019;4;Interior
36;1;2019;4;Interior
37;1;2019;4;Interior
38;1;2019;4;Interior
39;1;2019;1;Baixada
40;1;2019;2;Capital
41;1;2019;2;Capital
2;2;2019;2;Capital
3;2;2019;2;Capital
4;2;2019;2;Capital
5;2;2019;2;Capital
6;2;2019;2;Capital
7;2;2019;3;Grande Niterói
8;2;2019;4;Interior
9;2;2019;2;Capital
10;2;2019;4;Interior
11;2;2019;4;Interior
12;2;2019;3;Grande Niterói
14;2;2019;2;Capital
15;2;2019;1;Baixada
16;2;2019;2;Capital
17;2;2019;2;Capital
18;2;2019;2;Capital
19;2;2019;2;Capital
20;2;2019;1;Baixada
21;2;2019;1;Baixada
22;2;2019;2;Capital
23;2;2019;2;Capital
24;2;2019;1;Baixada
25;2;2019;4;Interior
26;2;2019;4;Interior
27;2;2019;2;Capital
28;2;2019;4;Interior
29;2;2019;4;Interior
30;2;2019;4;Interior
31;2;2019;2;Capital
32;2;2019;4;Interior
33;2;2019;4;Interior
34;2;2019;1;Baixada
35;2;2019;4;Interior
36;2;2019;4;Interior
37;2;2019;4;Interior
38;2;2019;4;Interior
39;2;2019;1;Baixada
40;2;2019;2;Capital
41;2;2019;2;Capital
2;3;2019;2;Capital
3;3;2019;2;Capital
4;3;2019;2;Capital
5;3;2019;2;Capital
6;3;2019;2;Capital
7;3;2019;3;Grande Niterói
8;3;2019;4;Interior
9;3;2019;2;Capital
10;3;2019;4;Interior
11;3;2019;4;Interior
12;3;2019;3;Grande Niterói
14;3;2019;2;Capital
15;3;2019;1;Baixada
16;3;2019;2;Capital
17;3;2019;2;Capital
18;3;2019;2;Capital
19;3;2019;2;Capital
20;3;2019;1;Baixada
21;3;2019;1;Baixada
22;3;2019;2;Capital
23;3;2019;2;Capital
24;3;2019;1;Baixada
25;3;2019;4;Interior
26;3;2019;4;Interior
27;3;2019;2;Capital
28;3;2019;4;Interior
29;3;2019;4;Interior
30;3;2019;4;Interior
31;3;2019;2;Capital
32;3;2019;4;Interior
33;3;2019;4;Interior
34;3;2019;1;Baixada
35;3;2019;4;Interior
36;3;2019;4;Interior
37;3;2019;4;Interior
38;3;2019;4;Interior
39;3;2019;1;Baixada
40;3;2019;2;Capital
41;3;2019;2;Capital
2;4;2019;2;Capital
3;4;2019;2;Capital
4;4;2019;2;Capital
5;4;2019;2;Capital
6;4;2019;2;Capital
7;4;2019;3;Grande Niterói
8;4;2019;4;Interior
9;4;2019;2;Capital
10;4;2019;4;Interior
11;4;2019;4;Interior
12;4;2019;3;Grande Niterói
14;4;2019;2;Capital
15;4;2019;1;Baixada
16;4;2019;2;Capital
17;4;2019;2;Capital
18;4;2019;2;Capital
19;4;2019;2;Capital
20;4;2019;1;Baixada
21;4;2019;1;Baixada
22;4;2019;2;Capital
23;4;2019;2;Capital
24;4;2019;1;Baixada
25;4;2019;4;Interior
26;4;2019;4;Interior
27;4;2019;2;Capital
28;4;2019;4;Interior
29;4;2019;4;Interior
30;4;2019;4;Interior
31;4;2019;2;Capital
32;4;2019;4;Interior
33;4;2019;4;Interior
34;4;2019;1;Baixada
35;4;2019;4;Interior
36;4;2019;4;Interior
37;4;2019;4;Interior
38;4;2019;4;Interior
39;4;2019;1;Baixada
40;4;2019;2;Capital
41;4;2019;2;Capital
2;5;2019;2;Capital
3;5;2019;2;Capital
4;5;2019;2;Capital
5;5;2019;2;Capital
6;5;2019;2;Capital
7;5;2019;3;Grande Niterói
8;5;2019;4;Interior
9;5;2019;2;Capital
10;5;2019;4;Interior
11;5;2019;4;Interior
12;5;2019;3;Grande Niterói
14;5;2019;2;Capital
15;5;2019;1;Baixada
16;5;2019;2;Capital
17;5;2019;2;Capital
18;5;2019;2;Capital
19;5;2019;2;Capital
20;5;2019;1;Baixada
21;5;2019;1;Baixada
22;5;2019;2;Capital
23;5;2019;2;Capital
24;5;2019;1;Baixada
25;5;2019;4;Interior
26;5;2019;4;Interior
27;5;2019;2;Capital
28;5;2019;4;Interior
29;5;2019;4;Interior
30;5;2019;4;Interior
31;5;2019;2;Capital
32;5;2019;4;Interior
33;5;2019;4;Interior
34;5;2019;1;Baixada
35;5;2019;4;Interior
36;5;2019;4;Interior
37;5;2019;4;Interior
38;5;2019;4;Interior
39;5;2019;1;Baixada
40;5;2019;2;Capital
41;5;2019;2;Capital
2;6;2019;2;Capital
3;6;2019;2;Capital
4;6;2019;2;Capital
5;6;2019;2;Capital
6;6;2019;2;Capital
7;6;2019;3;Grande Niterói
8;6;2019;4;Interior
9;6;2019;2;Capital
10;6;2019;4;Interior
11;6;2019;4;Interior
12;6;2019;3;Grande Niterói
14;6;2019;2;Capital
15;6;2019;1;Baixada
16;6;2019;2;Capital
17;6;2019;2;Capital
18;6;2019;2;Capital
19;6;2019;2;Capital
20;6;2019;1;Baixada
21;6;2019;1;Baixada
22;6;2019;2;Capital
23;6;2019;2;Capital
24;6;2019;1;Baixada
25;6;2019;4;Interior
26;6;2019;4;Interior
27;6;2019;2;Capital
28;6;2019;4;Interior
29;6;2019;4;Interior
30;6;2019;4;Interior
31;6;2019;2;Capital
32;6;2019;4;Interior
33;6;2019;4;Interior
34;6;2019;1;Baixada
35;6;2019;4;Interior
36;6;2019;4;Interior
37;6;2019;4;Interior
38;6;2019;4;Interior
39;6;2019;1;Baixada
40;6;2019;2;Capital
41;6;2019;2;Capital
2;7;2019;2;Capital
3;7;2019;2;Capital
4;7;2019;2;Capital
5;7;2019;2;Capital
6;7;2019;2;Capital
7;7;2019;3;Grande Niterói
8;7;2019;4;Interior
9;7;2019;2;Capital
10;7;2019;4;Interior
11;7;2019;4;Interior
12;7;2019;3;Grande Niterói
14;7;2019;2;Capital
15;7;2019;1;Baixada
16;7;2019;2;Capital
17;7;2019;2;Capital
18;7;2019;2;Capital
19;7;2019;2;Capital
20;7;2019;1;Baixada
21;7;2019;1;Baixada
22;7;2019;2;Capital
23;7;2019;2;Capital
24;7;2019;1;Baixada
25;7;2019;4;Interior
26;7;2019;4;Interior
27;7;2019;2;Capital
28;7;2019;4;Interior
29;7;2019;4;Interior
30;7;2019;4;Interior
31;7;2019;2;Capital
32;7;2019;4;Interior
33;7;2019;4;Interior
34;7;2019;1;Baixada
35;7;2019;4;Interior
36;7;2019;4;Interior
37;7;2019;4;Interior
38;7;2019;4;Interior
39;7;2019;1;Baixada
40;7;2019;2;Capital
41;7;2019;2;Capital
2;8;2019;2;Capital
3;8;2019;2;Capital
4;8;2019;2;Capital
5;8;2019;2;Capital
6;8;2019;2;Capital
7;8;2019;3;Grande Niterói
8;8;2019;4;Interior
9;8;2019;2;Capital
10;8;2019;4;Interior
11;8;2019;4;Interior
12;8;2019;3;Grande Niterói
14;8;2019;2;Capital
15;8;2019;1;Baixada
16;8;2019;2;Capital
17;8;2019;2;Capital
18;8;2019;2;Capital
19;8;2019;2;Capital
20;8;2019;1;Baixada
21;8;2019;1;Baixada
22;8;2019;2;Capital
23;8;2019;2;Capital
24;8;2019;1;Baixada
25;8;2019;4;Interior
26;8;2019;4;Interior
27;8;2019;2;Capital
28;8;2019;4;Interior
29;8;2019;4;Interior
30;8;2019;4;Interior
31;8;2019;2;Capital
32;8;2019;4;Interior
33;8;2019;4;Interior
34;8;2019;1;Baixada
35;8;2019;4;Interior
36;8;2019;4;Interior
37;8;2019;4;Interior
38;8;2019;4;Interior
39;8;2019;1;Baixada
40;8;2019;2;Capital
41;8;2019;2;Capital
2;9;2019;2;Capital
3;9;2019;2;Capital
4;9;2019;2;Capital
5;9;2019;2;Capital
6;9;2019;2;Capital
7;9;2019;3;Grande Niterói
8;9;2019;4;Interior
9;9;2019;2;Capital
10;9;2019;4;Interior
11;9;2019;4;Interior
12;9;2019;3;Grande Niterói
14;9;2019;2;Capital
15;9;2019;1;Baixada
16;9;2019;2;Capital
17;9;2019;2;Capital
18;9;2019;2;Capital
19;9;2019;2;Capital
20;9;2019;1;Baixada
21;9;2019;1;Baixada
22;9;2019;2;Capital
23;9;2019;2;Capital
24;9;2019;1;Baixada
25;9;2019;4;Interior
26;9;2019;4;Interior
27;9;2019;2;Capital
28;9;2019;4;Interior
29;9;2019;4;Interior
30;9;2019;4;Interior
31;9;2019;2;Capital
32;9;2019;4;Interior
33;9;2019;4;Interior
34;9;2019;1;Baixada
35;9;2019;4;Interior
36;9;2019;4;Interior
37;9;2019;4;Interior
38;9;2019;4;Interior
39;9;2019;1;Baixada
40;9;2019;2;Capital
41;9;2019;2;Capital
2;10;2019;2;Capital
3;10;2019;2;Capital
4;10;2019;2;Capital
5;10;2019;2;Capital
6;10;2019;2;Capital
7;10;2019;3;Grande Niterói
8;10;2019;4;Interior
9;10;2019;2;Capital
10;10;2019;4;Interior
11;10;2019;4;Interior
12;10;2019;3;Grande Niterói
14;10;2019;2;Capital
15;10;2019;1;Baixada
16;10;2019;2;Capital
17;10;2019;2;Capital
18;10;2019;2;Capital
19;10;2019;2;Capital
20;10;2019;1;Baixada
21;10;2019;1;Baixada
22;10;2019;2;Capital
23;10;2019;2;Capital
24;10;2019;1;Baixada
25;10;2019;4;Interior
26;10;2019;4;Interior
27;10;2019;2;Capital
28;10;2019;4;Interior
29;10;2019;4;Interior
30;10;2019;4;Interior
31;10;2019;2;Capital
32;10;2019;4;Interior
33;10;2019;4;Interior
34;10;2019;1;Baixada
35;10;2019;4;Interior
36;10;2019;4;Interior
37;10;2019;4;Interior
38;10;2019;4;Interior
39;10;2019;1;Baixada
40;10;2019;2;Capital
41;10;2019;2;Capital
2;11;2019;2;Capital
3;11;2019;2;Capital
4;11;2019;2;Capital
5;11;2019;2;Capital
6;11;2019;2;Capital
7;11;2019;3;Grande Niterói
8;11;2019;4;Interior
9;11;2019;2;Capital
10;11;2019;4;Interior
11;11;2019;4;Interior
12;11;2019;3;Grande Niterói
14;11;2019;2;Capital
15;11;2019;1;Baixada
16;11;2019;2;Capital
17;11;2019;2;Capital
18;11;2019;2;Capital
19;11;2019;2;Capital
20;11;2019;1;Baixada
21;11;2019;1;Baixada
22;11;2019;2;Capital
23;11;2019;2;Capital
24;11;2019;1;Baixada
25;11;2019;4;Interior
26;11;2019;4;Interior
27;11;2019;2;Capital
28;11;2019;4;Interior
29;11;2019;4;Interior
30;11;2019;4;Interior
31;11;2019;2;Capital
32;11;2019;4;Interior
33;11;2019;4;Interior
34;11;2019;1;Baixada
35;11;2019;4;Interior
36;11;2019;4;Interior
37;11;2019;4;Interior
38;11;2019;4;Interior
39;11;2019;1;Baixada
40;11;2019;2;Capital
41;11;2019;2;Capital
2;12;2019;2;Capital
3;12;2019;2;Capital
4;12;2019;2;Capital
5;12;2019;2;Capital
6;12;2019;2;Capital
7;12;2019;3;Grande Niterói
8;12;2019;4;Interior
9;12;2019;2;Capital
10;12;2019;4;Interior
11;12;2019;4;Interior
12;12;2019;3;Grande Niterói
14;12;2019;2;Capital
15;12;2019;1;Baixada
16;12;2019;2;Capital
17;12;2019;2;Capital
18;12;2019;2;Capital
19;12;2019;2;Capital
20;12;2019;1;Baixada
21;12;2019;1;Baixada
22;12;2019;2;Capital
23;12;2019;2;Capital
24;12;2019;1;Baixada
25;12;2019;4;Interior
26;12;2019;4;Interior
27;12;2019;2;Capital
28;12;2019;4;Interior
29;12;2019;4;Interior
30;12;2019;4;Interior
31;12;2019;2;Capital
32;12;2019;4;Interior
33;12;2019;4;Interior
34;12;2019;1;Baixada
35;12;2019;4;Interior
36;12;2019;4;Interior
37;12;2019;4;Interior
38;12;2019;4;Interior
39;12;2019;1;Baixada
40;12;2019;2;Capital
41;12;2019;2;Capital
2;1;2020;2;Capital
3;1;2020;2;Capital
4;1;2020;2;Capital
5;1;2020;2;Capital
6;1;2020;2;Capital
7;1;2020;3;Grande Niterói
8;1;2020;4;Interior
9;1;2020;2;Capital
10;1;2020;4;Interior
11;1;2020;4;Interior
12;1;2020;3;Grande Niterói
14;1;2020;2;Capital
15;1;2020;1;Baixada
16;1;2020;2;Capital
17;1;2020;2;Capital
18;1;2020;2;Capital
19;1;2020;2;Capital
20;1;2020;1;Baixada
21;1;2020;1;Baixada
22;1;2020;2;Capital
23;1;2020;2;Capital
24;1;2020;1;Baixada
25;1;2020;4;Interior
26;1;2020;4;Interior
27;1;2020;2;Capital
28;1;2020;4;Interior
29;1;2020;4;Interior
30;1;2020;4;Interior
31;1;2020;2;Capital
32;1;2020;4;Interior
33;1;2020;4;Interior
34;1;2020;1;Baixada
35;1;2020;4;Interior
36;1;2020;4;Interior
37;1;2020;4;Interior
38;1;2020;4;Interior
39;1;2020;1;Baixada
40;1;2020;2;Capital
41;1;2020;2;Capital
2;2;2020;2;Capital
3;2;2020;2;Capital
4;2;2020;2;Capital
5;2;2020;2;Capital
6;2;2020;2;Capital
7;2;2020;3;Grande Niterói
8;2;2020;4;Interior
9;2;2020;2;Capital
10;2;2020;4;Interior
11;2;2020;4;Interior
12;2;2020;3;Grande Niterói
14;2;2020;2;Capital
15;2;2020;1;Baixada
16;2;2020;2;Capital
17;2;2020;2;Capital
18;2;2020;2;Capital
19;2;2020;2;Capital
20;2;2020;1;Baixada
21;2;2020;1;Baixada
22;2;2020;2;Capital
23;2;2020;2;Capital
24;2;2020;1;Baixada
25;2;2020;4;Interior
26;2;2020;4;Interior
27;2;2020;2;Capital
28;2;2020;4;Interior
29;2;2020;4;Interior
30;2;2020;4;Interior
31;2;2020;2;Capital
32;2;2020;4;Interior
33;2;2020;4;Interior
34;2;2020;1;Baixada
35;2;2020;4;Interior
36;2;2020;4;Interior
37;2;2020;4;Interior
38;2;2020;4;Interior
39;2;2020;1;Baixada
40;2;2020;2;Capital
41;2;2020;2;Capital
2;3;2020;2;Capital
3;3;2020;2;Capital
4;3;2020;2;Capital
5;3;2020;2;Capital
6;3;2020;2;Capital
7;3;2020;3;Grande Niterói
8;3;2020;4;Interior
9;3;2020;2;Capital
10;3;2020;4;Interior
11;3;2020;4;Interior
12;3;2020;3;Grande Niterói
14;3;2020;2;Capital
15;3;2020;1;Baixada
16;3;2020;2;Capital
17;3;2020;2;Capital
18;3;2020;2;Capital
19;3;2020;2;Capital
20;3;2020;1;Baixada
21;3;2020;1;Baixada
22;3;2020;2;Capital
23;3;2020;2;Capital
24;3;2020;1;Baixada
25;3;2020;4;Interior
26;3;2020;4;Interior
27;3;2020;2;Capital
28;3;2020;4;Interior
29;3;2020;4;Interior
30;3;2020;4;Interior
31;3;2020;2;Capital
32;3;2020;4;Interior
33;3;2020;4;Interior
34;3;2020;1;Baixada
35;3;2020;4;Interior
36;3;2020;4;Interior
37;3;2020;4;Interior
38;3;2020;4;Interior
39;3;2020;1;Baixada
40;3;2020;2;Capital
41;3;2020;2;Capital
2;4;2020;2;Capital
3;4;2020;2;Capital
4;4;2020;2;Capital
5;4;2020;2;Capital
6;4;2020;2;Capital
7;4;2020;3;Grande Niterói
8;4;2020;4;Interior
9;4;2020;2;Capital
10;4;2020;4;Interior
11;4;2020;4;Interior
12;4;2020;3;Grande Niterói
14;4;2020;2;Capital
15;4;2020;1;Baixada
16;4;2020;2;Capital
17;4;2020;2;Capital
18;4;2020;2;Capital
19;4;2020;2;Capital
20;4;2020;1;Baixada
21;4;2020;1;Baixada
22;4;2020;2;Capital
23;4;2020;2;Capital
24;4;2020;1;Baixada
25;4;2020;4;Interior
26;4;2020;4;Interior
27;4;2020;2;Capital
28;4;2020;4;Interior
29;4;2020;4;Interior
30;4;2020;4;Interior
31;4;2020;2;Capital
32;4;2020;4;Interior
33;4;2020;4;Interior
34;4;2020;1;Baixada
35;4;2020;4;Interior
36;4;2020;4;Interior
37;4;2020;4;Interior
38;4;2020;4;Interior
39;4;2020;1;Baixada
40;4;2020;2;Capital
41;4;2020;2;Capital
2;5;2020;2;Capital
3;5;2020;2;Capital
4;5;2020;2;Capital
5;5;2020;2;Capital
6;5;2020;2;Capital
7;5;2020;3;Grande Niterói
8;5;2020;4;Interior
9;5;2020;2;Capital
10;5;2020;4;Interior
11;5;2020;4;Interior
12;5;2020;3;Grande Niterói
14;5;2020;2;Capital
15;5;2020;1;Baixada
16;5;2020;2;Capital
17;5;2020;2;Capital
18;5;2020;2;Capital
19;5;2020;2;Capital
20;5;2020;1;Baixada
21;5;2020;1;Baixada
22;5;2020;2;Capital
23;5;2020;2;Capital
24;5;2020;1;Baixada
25;5;2020;4;Interior
26;5;2020;4;Interior
27;5;2020;2;Capital
28;5;2020;4;Interior
29;5;2020;4;Interior
30;5;2020;4;Interior
31;5;2020;2;Capital
32;5;2020;4;Interior
33;5;2020;4;Interior
34;5;2020;1;Baixada
35;5;2020;4;Interior
36;5;2020;4;Interior
37;5;2020;4;Interior
38;5;2020;4;Interior
39;5;2020;1;Baixada
40;5;2020;2;Capital
41;5;2020;2;Capital
2;6;2020;2;Capital
3;6;2020;2;Capital
4;6;2020;2;Capital
5;6;2020;2;Capital
6;6;2020;2;Capital
7;6;2020;3;Grande Niterói
8;6;2020;4;Interior
9;6;2020;2;Capital
10;6;2020;4;Interior
11;6;2020;4;Interior
12;6;2020;3;Grande Niterói
14;6;2020;2;Capital
15;6;2020;1;Baixada
16;6;2020;2;Capital
17;6;2020;2;Capital
18;6;2020;2;Capital
19;6;2020;2;Capital
20;6;2020;1;Baixada
21;6;2020;1;Baixada
22;6;2020;2;Capital
23;6;2020;2;Capital
24;6;2020;1;Baixada
25;6;2020;4;Interior
26;6;2020;4;Interior
27;6;2020;2;Capital
28;6;2020;4;Interior
29;6;2020;4;Interior
30;6;2020;4;Interior
31;6;2020;2;Capital
32;6;2020;4;Interior
33;6;2020;4;Interior
34;6;2020;1;Baixada
35;6;2020;4;Interior
36;6;2020;4;Interior
37;6;2020;4;Interior
38;6;2020;4;Interior
39;6;2020;1;Baixada
40;6;2020;2;Capital
41;6;2020;2;Capital
2;7;2020;2;Capital
3;7;2020;2;Capital
4;7;2020;2;Capital
5;7;2020;2;Capital
6;7;2020;2;Capital
7;7;2020;3;Grande Niterói
8;7;2020;4;Interior
9;7;2020;2;Capital
10;7;2020;4;Interior
11;7;2020;4;Interior
12;7;2020;3;Grande Niterói
14;7;2020;2;Capital
15;7;2020;1;Baixada
16;7;2020;2;Capital
17;7;2020;2;Capital
18;7;2020;2;Capital
19;7;2020;2;Capital
20;7;2020;1;Baixada
21;7;2020;1;Baixada
22;7;2020;2;Capital
23;7;2020;2;Capital
24;7;2020;1;Baixada
25;7;2020;4;Interior
26;7;2020;4;Interior
27;7;2020;2;Capital
28;7;2020;4;Interior
29;7;2020;4;Interior
30;7;2020;4;Interior
31;7;2020;2;Capital
32;7;2020;4;Interior
33;7;2020;4;Interior
34;7;2020;1;Baixada
35;7;2020;4;Interior
36;7;2020;4;Interior
37;7;2020;4;Interior
38;7;2020;4;Interior
39;7;2020;1;Baixada
40;7;2020;2;Capital
41;7;2020;2;Capital
2;8;2020;2;Capital
3;8;2020;2;Capital
4;8;2020;2;Capital
5;8;2020;2;Capital
6;8;2020;2;Capital
7;8;2020;3;Grande Niterói
8;8;2020;4;Interior
9;8;2020;2;Capital
10;8;2020;4;Interior
11;8;2020;4;Interior
12;8;2020;3;Grande Niterói
14;8;2020;2;Capital
15;8;2020;1;Baixada
16;8;2020;2;Capital
17;8;2020;2;Capital
18;8;2020;2;Capital
19;8;2020;2;Capital
20;8;2020;1;Baixada
21;8;2020;1;Baixada
22;8;2020;2;Capital
23;8;2020;2;Capital
24;8;2020;1;Baixada
25;8;2020;4;Interior
26;8;2020;4;Interior
27;8;2020;2;Capital
28;8;2020;4;Interior
29;8;2020;4;Interior
30;8;2020;4;Interior
31;8;2020;2;Capital
32;8;2020;4;Interior
33;8;2020;4;Interior
34;8;2020;1;Baixada
35;8;2020;4;Interior
36;8;2020;4;Interior
37;8;2020;4;Interior
38;8;2020;4;Interior
39;8;2020;1;Baixada
40;8;2020;2;Capital
41;8;2020;2;Capital
2;9;2020;2;Capital
3;9;2020;2;Capital
4;9;2020;2;Capital
5;9;2020;2;Capital
6;9;2020;2;Capital
7;9;2020;3;Grande Niterói
8;9;2020;4;Interior
9;9;2020;2;Capital
10;9;2020;4;Interior
11;9;2020;4;Interior
12;9;2020;3;Grande Niterói
14;9;2020;2;Capital
15;9;2020;1;Baixada
16;9;2020;2;Capital
17;9;2020;2;Capital
18;9;2020;2;Capital
19;9;2020;2;Capital
20;9;2020;1;Baixada
21;9;2020;1;Baixada
22;9;2020;2;Capital
23;9;2020;2;Capital
24;9;2020;1;Baixada
25;9;2020;4;Interior
26;9;2020;4;Interior
27;9;2020;2;Capital
28;9;2020;4;Interior
29;9;2020;4;Interior
30;9;2020;4;Interior
31;9;2020;2;Capital
32;9;2020;4;Interior
33;9;2020;4;Interior
34;9;2020;1;Baixada
35;9;2020;4;Interior
36;9;2020;4;Interior
37;9;2020;4;Interior
38;9;2020;4;Interior
39;9;2020;1;Baixada
40;9;2020;2;Capital
41;9;2020;2;Capital
2;10;2020;2;Capital
3;10;2020;2;Capital
4;10;2020;2;Capital
5;10;2020;2;Capital
6;10;2020;2;Capital
7;10;2020;3;Grande Niterói
8;10;2020;4;Interior
9;10;2020;2;Capital
10;10;2020;4;Interior
11;10;2020;4;Interior
12;10;2020;3;Grande Niterói
14;10;2020;2;Capital
15;10;2020;1;Baixada
16;10;2020;2;Capital
17;10;2020;2;Capital
18;10;2020;2;Capital
19;10;2020;2;Capital
20;10;2020;1;Baixada
21;10;2020;1;Baixada
22;10;2020;2;Capital
23;10;2020;2;Capital
24;10;2020;1;Baixada
25;10;2020;4;Interior
26;10;2020;4;Interior
27;10;2020;2;Capital
28;10;2020;4;Interior
29;10;2020;4;Interior
30;10;2020;4;Interior
31;10;2020;2;Capital
32;10;2020;4;Interior
33;10;2020;4;Interior
34;10;2020;1;Baixada
35;10;2020;4;Interior
36;10;2020;4;Interior
37;10;2020;4;Interior
38;10;2020;4;Interior
39;10;2020;1;Baixada
40;10;2020;2;Capital
41;10;2020;2;Capital
2;11;2020;2;Capital
3;11;2020;2;Capital
4;11;2020;2;Capital
5;11;2020;2;Capital
6;11;2020;2;Capital
7;11;2020;3;Grande Niterói
8;11;2020;4;Interior
9;11;2020;2;Capital
10;11;2020;4;Interior
11;11;2020;4;Interior
12;11;2020;3;Grande Niterói
14;11;2020;2;Capital
15;11;2020;1;Baixada
16;11;2020;2;Capital
17;11;2020;2;Capital
18;11;2020;2;Capital
19;11;2020;2;Capital
20;11;2020;1;Baixada
21;11;2020;1;Baixada
22;11;2020;2;Capital
23;11;2020;2;Capital
24;11;2020;1;Baixada
25;11;2020;4;Interior
26;11;2020;4;Interior
27;11;2020;2;Capital
28;11;2020;4;Interior
29;11;2020;4;Interior
30;11;2020;4;Interior
31;11;2020;2;Capital
32;11;2020;4;Interior
33;11;2020;4;Interior
34;11;2020;1;Baixada
35;11;2020;4;Interior
36;11;2020;4;Interior
37;11;2020;4;Interior
38;11;2020;4;Interior
39;11;2020;1;Baixada
40;11;2020;2;Capital
41;11;2020;2;Capital
2;12;2020;2;Capital
3;12;2020;2;Capital
4;12;2020;2;Capital
5;12;2020;2;Capital
6;12;2020;2;Capital
7;12;2020;3;Grande Niterói
8;12;2020;4;Interior
9;12;2020;2;Capital
10;12;2020;4;Interior
11;12;2020;4;Interior
12;12;2020;3;Grande Niterói
14;12;2020;2;Capital
15;12;2020;1;Baixada
16;12;2020;2;Capital
17;12;2020;2;Capital
18;12;2020;2;Capital
19;12;2020;2;Capital
20;12;2020;1;Baixada
21;12;2020;1;Baixada
22;12;2020;2;Capital
23;12;2020;2;Capital
24;12;2020;1;Baixada
25;12;2020;4;Interior
26;12;2020;4;Interior
27;12;2020;2;Capital
28;12;2020;4;Interior
29;12;2020;4;Interior
30;12;2020;4;Interior
31;12;2020;2;Capital
32;12;2020;4;Interior
33;12;2020;4;Interior
34;12;2020;1;Baixada
35;12;2020;4;Interior
36;12;2020;4;Interior
37;12;2020;4;Interior
38;12;2020;4;Interior
39;12;2020;1;Baixada
40;12;2020;2;Capital
41;12;2020;2;Capital
2;1;2021;2;Capital
3;1;2021;2;Capital
4;1;2021;2;Capital
5;1;2021;2;Capital
6;1;2021;2;Capital
7;1;2021;3;Grande Niterói
8;1;2021;4;Interior
9;1;2021;2;Capital
10;1;2021;4;Interior
11;1;2021;4;Interior
12;1;2021;3;Grande Niterói
14;1;2021;2;Capital
15;1;2021;1;Baixada
16;1;2021;2;Capital
17;1;2021;2;Capital
18;1;2021;2;Capital
19;1;2021;2;Capital
20;1;2021;1;Baixada
21;1;2021;1;Baixada
22;1;2021;2;Capital
23;1;2021;2;Capital
24;1;2021;1;Baixada
25;1;2021;4;Interior
26;1;2021;4;Interior
27;1;2021;2;Capital
28;1;2021;4;Interior
29;1;2021;4;Interior
30;1;2021;4;Interior
31;1;2021;2;Capital
32;1;2021;4;Interior
33;1;2021;4;Interior
34;1;2021;1;Baixada
35;1;2021;4;Interior
36;1;2021;4;Interior
37;1;2021;4;Interior
38;1;2021;4;Interior
39;1;2021;1;Baixada
40;1;2021;2;Capital
41;1;2021;2;Capital
2;2;2021;2;Capital
3;2;2021;2;Capital
4;2;2021;2;Capital
5;2;2021;2;Capital
6;2;2021;2;Capital
7;2;2021;3;Grande Niterói
8;2;2021;4;Interior
9;2;2021;2;Capital
10;2;2021;4;Interior
11;2;2021;4;Interior
12;2;2021;3;Grande Niterói
14;2;2021;2;Capital
15;2;2021;1;Baixada
16;2;2021;2;Capital
17;2;2021;2;Capital
18;2;2021;2;Capital
19;2;2021;2;Capital
20;2;2021;1;Baixada
21;2;2021;1;Baixada
22;2;2021;2;Capital
23;2;2021;2;Capital
24;2;2021;1;Baixada
25;2;2021;4;Interior
26;2;2021;4;Interior
27;2;2021;2;Capital
28;2;2021;4;Interior
29;2;2021;4;Interior
30;2;2021;4;Interior
31;2;2021;2;Capital
32;2;2021;4;Interior
33;2;2021;4;Interior
34;2;2021;1;Baixada
35;2;2021;4;Interior
36;2;2021;4;Interior
37;2;2021;4;Interior
38;2;2021;4;Interior
39;2;2021;1;Baixada
40;2;2021;2;Capital
41;2;2021;2;Capital
2;3;2021;2;Capital
3;3;2021;2;Capital
4;3;2021;2;Capital
5;3;2021;2;Capital
6;3;2021;2;Capital
7;3;2021;3;Grande Niterói
8;3;2021;4;Interior
9;3;2021;2;Capital
10;3;2021;4;Interior
11;3;2021;4;Interior
12;3;2021;3;Grande Niterói
14;3;2021;2;Capital
15;3;2021;1;Baixada
16;3;2021;2;Capital
17;3;2021;2;Capital
18;3;2021;2;Capital
19;3;2021;2;Capital
20;3;2021;1;Baixada
21;3;2021;1;Baixada
22;3;2021;2;Capital
23;3;2021;2;Capital
24;3;2021;1;Baixada
25;3;2021;4;Interior
26;3;2021;4;Interior
27;3;2021;2;Capital
28;3;2021;4;Interior
